"";"FranjaHoraria";"Dia";"Malo";"PrimerCredito";"MedioOrigen";"Sexo";"Edad";"EstadoCivil";"Region";"TipoConvenio";"RubroLaboral";"DeudaTC";"DeudaTC_cat";"AtrasoTC";"LimiteUtilizadoTC";"EstadoCuentaTC";"CantAtraso1mTC";"CantAtraso3mTC";"MaximoAtrasoTC";"TieneTC";"CapitalPrestado";"Cuotas";"MontoCuota";"MontoTotal";"ProgramaFidelidad";"PeorCalificacionBCU";"PeorCalificacionBCU_cat";"MejorCalificacionBCU";"MejorCalificacionBCU_cat";"PromedioCalificacionBCU";"DeudaVigenteBCU";"ContingenciasBCU";"PrevisionesBCU";"DeudaMorosaBCU";"DeudaCastigadaBCU";"CantidadInstitucionesBCU";"FueDenegadoAnteriormente";"DiasUltDenegacion";"ContOutBoundCobranza";"ContactosInBound";"DeudaCreditos";"CantCredAtraso0";"CantCredAtrasoMedio";"CantCredAtrasoMayor";"CantCuotasAtraso";"CantCuotasAbiertas";"MontoCreditosAbiertos";"MontoAPagarMensual"
"182";"Horas-Casa";"Sábado";"0";"Nuevo";"Web";"Hombre";34;"Casado";"MVDEste";"Sin Convenio";"ComerciosYAlojamientos";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;7;584,167891941522;4089,1740983416;"0";"5";"Otros";"5";"Otros";6;0;0;0;0;3463,72854690381;1;"0";0;0;0;0;0;0;0;0;0;0;0
"183";"Horas-Trabajo";"Lunes";"1";"Nuevo";"Web";"Mujer";30;"Soltero";"DptoNoroeste";"Sin Convenio";"ServiciosVarios";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";1854,12653606941;11;297,308352623649;3270,39182001335;"0";"5";"Otros";"5";"Otros";6;0;0;0;0;1302,47058545085;1;"0";0;0;1;0;0;0;0;0;0;0;0
"184";"Horas-Dormir";"Domingo";"1";"Nuevo";"Web";"Mujer";33;"Casado";"MVDNoreste";"Sin Convenio";"AgroYLimpieza";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;11;441,366424927132;4855,03033469775;"0";"5";"Otros";"5";"Otros";6;0;0;0;0;72,7744665407243;1;"1";2;0;0;0;0;0;0;0;0;0;0
"185";"Horas-Trabajo";"Domingo";"0";"Nuevo";"Web";"Hombre";58;"Casado";"Sin Identificar";"Sin Convenio";"JubiladosYPensionistas";-0,187730311777028;"Sin deudas";0;59,01;"Activa";0;0;0;"1";1390,59490205206;7;297,081056899302;2079,56746393192;"0";"1C";"1C";"1C";"1C";1;18960,1913455699;480,04726613739;97,0588888468934;0;0;4;"1";71;0;0;0;0;0;0;0;0;0;0
"186";"Horas-Trabajo";"Lunes";"0";"Nuevo";"Web";"Mujer";63;"Casado";"DptoNoroeste";"Sin Convenio";"AdmYServDomestico";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";1854,12653606941;9;334,272652223299;3008,45472894648;"0";"1C";"1C";"1C";"1C";1;25892,0798017988;2077,17100538405;139,803458477804;0;0;5;"0";0;0;3;0;0;0;0;0;0;0;0
"187";"Horas-Trabajo";"Domingo";"1";"Nuevo";"Web";"Mujer";36;"Soltero";"MVDNoroeste";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;11;441,366424927132;4855,03033469775;"0";"5";"Otros";"5";"Otros";6;0;0;1509,00637561996;1719,60965587757;2660,66230862692;2;"1";283;0;0;0;0;0;0;0;0;0;0
"188";"Horas-Dormir";"Lunes";"0";"Nuevo";"Web";"Hombre";35;"Casado";"DptoNoroeste";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;10;466,38757056078;4663,87452414533;"0";"5";"Otros";"5";"Otros";6;0;0;0;0;865,052006035863;1;"1";539;0;1;0;0;0;0;0;0;0;0
"189";"Horas-Trabajo";"Martes";"0";"Nuevo";"Web";"Hombre";41;"Casado";"Sin Identificar";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";1390,59490205206;10;238,234804967231;2382,34864493022;"0";"1C";"1C";"1C";"1C";1;9309,56701994633;0;46,5478466880225;0;0;1;"0";0;0;0;0;0;0;0;0;0;0;0
"190";"Horas-Trabajo";"Martes";"0";"Nuevo";"Web";"Hombre";30;"Casado";"Sin Identificar";"Sin Convenio";"AdmYServDomestico";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;10;466,38757056078;4663,87452414533;"0";"1C";"1C";"1C";"1C";1;6129,06788971797;4973,10111251465;155,429109860528;0;0;1;"0";0;0;0;0;0;0;0;0;0;0;0
"191";"Horas-Trabajo";"Martes";"1";"Nuevo";"WhatsappBotTelefonoSMS";"Mujer";51;"Casado";"Canelones";"Sin Convenio";"JubiladosYPensionistas";490,3076844621;"Con deudas";0;108,63;"Activa";0;0;0;"1";2761,3504355527;11;447,082478227852;4917,90759758528;"1";"0";"NoTiene";"0";"NoTiene";0;0;0;0;0;0;0;"1";14;0;3;0;0;0;0;0;0;0;0
"192";"Horas-Trabajo";"Martes";"0";"Renovacion";"Web";"Mujer";50;"Casado";"Sin Identificar";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;8;534,483773921704;4275,87073457477;"0";"2A";"Otros";"1C";"1C";1;104722,81427146;20506,2176751407;657,554387726165;0;0;6;"0";0;0;0;0;0;2;0;0;0;0;0
"193";"Horas-Trabajo";"Martes";"0";"Nuevo";"Web";"Mujer";29;"Soltero";"Canelones";"Sin Convenio";"PublicosYOngs";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;8;534,483773921704;4275,87073457477;"0";"1C";"1C";"1C";"1C";1;102657,245462876;3118,39052658638;528,801523403335;0;0;3;"1";306;0;0;0;0;0;0;0;0;0;0
"194";"Horas-Trabajo";"Martes";"1";"Nuevo";"Web";"Hombre";43;"Casado";"Sin Identificar";"Sin Convenio";"Transporte";-0,213224551647982;"Sin deudas";0;110,09;"Activa";0;0;0;"1";2781,18980410411;9;496,382571324435;4467,4437235978;"0";"5";"Otros";"3";"Otros";5;2962,35882560162;0;503,603943778152;0;2534,64428094479;2;"1";211;0;2;0;0;0;0;0;0;0;0
"195";"Horas-Trabajo";"Martes";"1";"Nuevo";"Web";"Hombre";39;"Soltero";"DptoNorte";"Sin Convenio";"PublicosYOngs";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;11;441,366424927132;4855,03033469775;"0";"5";"Otros";"5";"Otros";6;109594,995276617;299,673201392218;110148,857637813;2169,42075352801;0;1;"0";0;0;1;0;0;0;0;0;0;0;0
"196";"Horas-Casa";"Martes";"0";"Nuevo";"Web";"Mujer";48;"Divorciado";"Canelones";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;11;441,366424927132;4855,03033469775;"0";"1C";"1C";"1C";"1C";1;3539,6828404539;87,6770085743822;18,0082039815741;0;0;1;"0";0;0;0;0;0;0;0;0;0;0;0
"197";"Horas-Casa";"Martes";"0";"Nuevo";"Web";"Hombre";54;"Casado";"Sin Identificar";"Sin Convenio";"ServiciosVarios";-0,159918413735986;"Sin deudas";0;63,97;"Activa";0;0;0;"1";2781,18980410411;7;584,167891941522;4089,1740983416;"0";"1C";"1C";"1C";"1C";1;17010,6236460564;3684,17723906796;100,913154383748;0;0;3;"0";0;0;0;0;0;0;0;0;0;0;0
"198";"Horas-Casa";"Martes";"1";"Nuevo";"Web";"Hombre";27;"Casado";"Sin Identificar";"Sin Convenio";"Industria";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";1390,59490205206;11;225,279302326044;2478,07256267115;"0";"5";"Otros";"3";"Otros";5;1796,75059041074;2570,79511308181;1719,7626213168;1983,67667480275;1697,68460958855;3;"0";0;0;0;0;0;0;0;0;0;0;0
"199";"Horas-Casa";"Miércoles";"1";"Nuevo";"Web";"Hombre";47;"Casado";"Sin Identificar";"Sin Convenio";"Industria";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;10;466,38757056078;4663,87452414533;"0";"5";"Otros";"3";"Otros";5;6,86026818345681;0;1,16578205955364;0;168,507654914328;2;"0";0;0;0;0;0;0;0;0;0;0;0
"200";"Horas-Casa";"Miércoles";"0";"Nuevo";"Web";"Hombre";37;"Casado";"Sin Identificar";"Sin Convenio";"PublicosYOngs";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;11;441,366424927132;4855,03033469775;"0";"5";"Otros";"1C";"1C";1;80402,0557205007;49,9687101470706;402,259704974768;0;0;3;"0";0;0;0;0;0;0;0;0;0;0;0
"201";"Horas-Trabajo";"Jueves";"0";"Nuevo";"Web";"Hombre";44;"Soltero";"MVDNoreste";"Sin Convenio";"ServiciosVarios";-0,0463531634017352;"Sin deudas";0;43,17;"Activa";0;0;0;"1";1390,59490205206;11;225,279302326044;2478,07256267115;"0";"1C";"1C";"1C";"1C";1;17776,8993785413;9685,50044576708;137,258669807048;0;0;6;"1";79;0;1;0;0;0;0;0;0;0;0
"202";"Horas-Dormir";"Jueves";"1";"Nuevo";"Web";"Hombre";57;"Casado";"Sin Identificar";"Sin Convenio";"PublicosYOngs";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;11;441,366424927132;4855,03033469775;"0";"1C";"1C";"1C";"1C";1;0;390,228741413848;0;0;0;1;"0";0;0;0;0;0;0;0;0;0;0;0
"203";"Horas-Dormir";"Jueves";"1";"Nuevo";"Web";"Hombre";25;"Casado";"Sin Identificar";"Sin Convenio";"PublicosYOngs";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;11;441,366424927132;4855,03033469775;"0";"5";"Otros";"5";"Otros";6;0;0;0;0;277,655448776394;1;"1";368;0;0;0;0;0;0;0;0;0;0
"204";"Horas-Dormir";"Jueves";"0";"Nuevo";"Web";"Hombre";34;"Casado";"Sin Identificar";"Sin Convenio";"Salud";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;8;534,483773921704;4275,87073457477;"0";"5";"Otros";"5";"Otros";6;0;0;0;0;2316,73110681873;1;"0";0;0;0;0;0;0;0;0;0;0;0
"205";"Horas-Dormir";"Jueves";"1";"Nuevo";"Web";"Mujer";37;"Soltero";"MVDNoreste";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;7;584,167891941522;4089,1740983416;"0";"5";"Otros";"5";"Otros";6;0;0;1196,50030093997;1196,50030093997;0;1;"1";254;0;0;0;0;0;0;0;0;0;0
"206";"Horas-Trabajo";"Jueves";"1";"Nuevo";"Web";"Hombre";45;"Divorciado";"Canelones";"Sin Convenio";"PublicosYOngs";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;11;441,366424927132;4855,03033469775;"0";"5";"Otros";"3";"Otros";5;0;543,699430120653;92,42820782306;0;3646,80268341714;2;"0";0;0;0;0;0;0;0;0;0;0;0
"207";"Horas-Trabajo";"Jueves";"1";"Nuevo";"Web";"Hombre";43;"Casado";"Sin Identificar";"Sin Convenio";"ServiciosVarios";-0,136741832035119;"Sin deudas";0;54,95;"Activa";0;0;0;"1";2781,18980410411;7;584,167891941522;4089,1740983416;"0";"5";"Otros";"3";"Otros";5;2052,89817136873;1,82399697985828;349,303533446456;0;2129,48518559925;2;"1";67;0;0;0;0;0;0;0;0;0;0
"208";"Horas-Trabajo";"Jueves";"1";"Nuevo";"Web";"Hombre";30;"Casado";"Sin Identificar";"Sin Convenio";"Educacion";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;8;534,483773921704;4275,87073457477;"0";"5";"Otros";"5";"Otros";6;0;0;0;0;874,983171294685;1;"1";441;0;1;0;0;0;0;0;0;0;0
"209";"Horas-Trabajo";"Jueves";"0";"Nuevo";"WhatsappBotTelefonoSMS";"Hombre";35;"Casado";"Sin Identificar";"Acuerdo Comercial";"ComerciosYAlojamientos";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";1390,59490205206;9;253,217706818593;2278,96023162082;"0";"5";"Otros";"1C";"1C";1;3583,74152226725;0;17,9131799966006;0;0;3;"0";0;0;0;0;0;0;0;0;0;0;0
"210";"Horas-Trabajo";"Jueves";"0";"Nuevo";"Web";"Hombre";30;"Casado";"Sin Identificar";"Sin Convenio";"Salud";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";1854,12653606941;11;297,308352623649;3270,39182001335;"0";"1C";"1C";"1C";"1C";1;1255,14400561768;0;6,26926535008469;0;0;1;"1";91;0;0;0;0;0;0;0;0;0;0
"211";"Horas-Trabajo";"Jueves";"1";"Nuevo";"Web";"Mujer";34;"Casado";"Canelones";"Sin Convenio";"AdmYServDomestico";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2317,65817008676;11;369,337417067116;4062,71107735555;"0";"0";"NoTiene";"0";"NoTiene";0;0;0;0;0;0;0;"0";0;0;0;0;0;0;0;0;0;0;0
"212";"Horas-Trabajo";"Jueves";"1";"Nuevo";"Web";"Hombre";27;"Casado";"Sin Identificar";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;11;441,366424927132;4855,03033469775;"0";"5";"Otros";"3";"Otros";5;2124,37243167603;0;835,875007332641;0;606,3920836215;2;"0";0;0;0;0;0;0;0;0;0;0;0
"213";"Horas-Trabajo";"Jueves";"1";"Nuevo";"Web";"Mujer";43;"Soltero";"Canelones";"Sin Convenio";"Salud";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;11;441,366424927132;4855,03033469775;"0";"5";"Otros";"5";"Otros";6;0;0;0;0;2195,7493503402;2;"1";3104;0;0;0;0;0;0;0;0;0;0
"214";"Horas-Trabajo";"Jueves";"0";"Nuevo";"WhatsappBotTelefonoSMS";"Hombre";62;"Casado";"Sin Identificar";"Alianza";"AgroYLimpieza";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2761,3504355527;11;436,934717624542;4806,28230735342;"0";"1C";"1C";"1C";"1C";1;42248,3280007786;143,834141937214;211,963560558388;0;0;4;"1";2;0;3;0;0;0;0;0;0;0;0
"215";"Horas-Trabajo";"Jueves";"1";"Nuevo";"Web";"Hombre";45;"Casado";"Sin Identificar";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;7;584,167891941522;4089,1740983416;"0";"0";"NoTiene";"0";"NoTiene";0;0;0;0;0;0;0;"0";0;0;0;0;0;0;0;0;0;0;0
"216";"Horas-Casa";"Martes";"1";"Nuevo";"Web";"Hombre";37;"Casado";"Sin Identificar";"Sin Convenio";"PublicosYOngs";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";1854,12653606941;7;392,776659149467;2749,43556951575;"0";"1C";"1C";"1C";"1C";1;3981,45629957047;0;19,9086836810453;0;0;1;"1";201;0;0;0;0;0;0;0;0;0;0
"217";"Horas-Dormir";"Miércoles";"1";"Nuevo";"Web";"Hombre";29;"Casado";"Sin Identificar";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;7;584,167891941522;4089,1740983416;"0";"1C";"1C";"1C";"1C";1;3425,32031570914;4085,21553818709;105,140562885986;0;0;1;"1";184;0;0;0;0;0;0;0;0;0;0
"218";"Horas-Dormir";"Miércoles";"1";"Nuevo";"Web";"Hombre";32;"Casado";"Sin Identificar";"Acuerdo Comercial";"Industria";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";927,063268034704;7;201,385412211549;1409,69704068991;"0";"5";"Otros";"5";"Otros";6;0;0;811,180359530366;1889,30626943316;0;1;"1";41;0;0;0;0;0;0;0;0;0;0
"219";"Horas-Dormir";"Miércoles";"0";"Nuevo";"Web";"Mujer";32;"Otros";"DptoNoroeste";"Sin Convenio";"AgroYLimpieza";428,551219256233;"Con deudas";0;101,51;"Activa";0;0;0;"1";2317,65817008676;11;369,337417067116;4062,71107735555;"0";"1C";"1C";"1C";"1C";1;3878,22316935847;525,109493938387;21,6747392066514;0;0;2;"0";0;0;0;0;0;0;0;0;0;0;0
"220";"Horas-Trabajo";"Miércoles";"0";"Nuevo";"Web";"Mujer";51;"Divorciado";"DptoEste2";"Alianza";"SupermercadosYMas";-0,0788003777829499;"Sin deudas";0;22,09;"Activa";0;0;16;"1";2781,18980410411;11;441,366424927132;4855,03033469775;"1";"5";"Otros";"1C";"1C";1;41098,9558474289;27687,4282090166;422,451142952564;0;0;9;"0";0;0;2;0;0;0;0;0;0;0;0
"221";"Horas-Trabajo";"Miércoles";"1";"Nuevo";"Web";"Hombre";40;"Otros";"DptoSuroeste";"Sin Convenio";"Otros";-0,108929933994078;"Sin deudas";0;88,01;"Activa";0;0;0;"1";2781,18980410411;11;441,366424927132;4855,03033469775;"1";"1C";"1C";"1C";"1C";1;2417,08802324165;0;12,0842696988324;0;0;2;"1";71;0;3;0;0;0;0;0;0;0;0
"222";"Horas-Trabajo";"Miércoles";"0";"Nuevo";"Web";"Mujer";40;"Soltero";"DptoCentroSur";"Sin Convenio";"Otros";0;"Sin deudas";0;0;"Activa";0;0;0;"1";2781,18980410411;11;441,366424927132;4855,03033469775;"0";"5";"Otros";"3";"Otros";5;0;1402,18319290249;238,371142793423;0;1337,0917631956;2;"0";0;0;1;0;0;0;0;0;0;0;0
"223";"Horas-Trabajo";"Miércoles";"1";"Nuevo";"Web";"Hombre";30;"Casado";"Sin Identificar";"Alianza";"SupermercadosYMas";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;8;534,483773921704;4275,87073457477;"0";"5";"Otros";"5";"Otros";6;0;0;648,944287624293;1340,24609596509;0;1;"0";0;0;0;0;0;0;0;0;0;0;0
"224";"Horas-Trabajo";"Miércoles";"1";"Nuevo";"Web";"Hombre";51;"Casado";"Sin Identificar";"Alianza";"PublicosYOngs";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;8;534,483773921704;4275,87073457477;"0";"5";"Otros";"5";"Otros";6;0;0;0;0;3610,44789736116;1;"0";0;0;0;0;0;0;0;0;0;0;0
"225";"Horas-Trabajo";"Miércoles";"0";"Nuevo";"Web";"Hombre";55;"Casado";"Sin Identificar";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;11;441,366424927132;4855,03033469775;"0";"1C";"1C";"1C";"1C";1;15413,9031793313;564,352082074296;79,7969707960872;0;0;2;"0";0;0;0;0;0;0;0;0;0;0;0
"226";"Horas-Trabajo";"Miércoles";"0";"Nuevo";"Web";"Mujer";57;"Casado";"MVDEste";"Sin Convenio";"AdmYServDomestico";-0,180777337266767;"Sin deudas";0;84,3;"Activa";0;0;0;"1";1854,12653606941;10;314,285736262323;3142,85804388798;"0";"5";"Otros";"3";"Otros";4;2249,57464368229;48,4529617038338;387,099902884231;0;1490,40253348867;3;"0";0;0;1;0;0;0;0;0;0;0;0
"227";"Horas-Trabajo";"Miércoles";"1";"Nuevo";"Web";"Hombre";50;"Casado";"Sin Identificar";"Sin Convenio";"JubiladosYPensionistas";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2317,65817008676;10;390,336639265688;3903,36744284574;"0";"1C";"1C";"1C";"1C";1;7102,42406204199;0;35,5111584820693;0;0;1;"0";0;0;0;0;0;0;0;0;0;0;0
"228";"Horas-Trabajo";"Miércoles";"0";"Nuevo";"Web";"Mujer";33;"Casado";"Canelones";"Sin Convenio";"SupermercadosYMas";-0,0185412653606941;"Sin deudas";0;50,71;"Activa";0;0;0;"1";2781,18980410411;7;584,167891941522;4089,1740983416;"0";"1C";"1C";"1C";"1C";1;60166,2948478601;139,293573680384;301,534280902798;0;0;2;"0";0;0;0;0;0;0;0;0;0;0;0
"229";"Horas-Casa";"Miércoles";"1";"Nuevo";"Web";"Hombre";49;"Casado";"Sin Identificar";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2317,65817008676;7;488,472261399631;3419,30599275776;"0";"5";"Otros";"3";"Otros";5;2330,40529002224;0;0;0;2375,75954275267;2;"0";0;0;0;0;0;0;0;0;0;0;0
"230";"Horas-Casa";"Miércoles";"0";"Nuevo";"Web";"Mujer";26;"Soltero";"MVDEste";"Sin Convenio";"Otros";1375,99365558051;"Con deudas";1585;100;"Cancelada";0;36;1559;"1";2781,18980410411;7;584,167891941522;4089,1740983416;"0";"5";"Otros";"3";"Otros";5;12406,4913965614;0;2058,96348279985;0;1375,986702606;4;"1";262;0;0;0;0;0;0;0;0;0;0
"231";"Horas-Casa";"Miércoles";"1";"Nuevo";"Web";"Hombre";25;"Casado";"Sin Identificar";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;11;441,366424927132;4855,03033469775;"0";"5";"Otros";"5";"Otros";6;0;0;1459,2694312899;1669,87502920568;0;1;"1";709;0;0;0;0;0;0;0;0;0;0
"232";"Horas-Casa";"Miércoles";"1";"Nuevo";"Web";"Hombre";29;"Casado";"Sin Identificar";"Sin Convenio";"PublicosYOngs";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;7;584,167891941522;4089,1740983416;"0";"5";"Otros";"3";"Otros";4;58607,1227611487;0;12150,1537676334;0;3048,52935636545;3;"1";373;0;0;0;0;0;0;0;0;0;0
"233";"Horas-Casa";"Miércoles";"0";"Nuevo";"Web";"Hombre";26;"Casado";"Sin Identificar";"Acuerdo Comercial";"SupermercadosYMas";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";927,063268034704;7;201,385412211549;1409,69704068991;"0";"5";"Otros";"3";"Otros";5;3617,99651002113;0;599,670874928248;0;4285,34532117408;2;"1";334;0;0;0;0;0;0;0;0;0;0
"234";"Horas-Trabajo";"Jueves";"1";"Nuevo";"Web";"Mujer";64;"Soltero";"DptoNoroeste";"Sin Convenio";"JubiladosYPensionistas";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";1207,73167243221;8;240,08570624657;1920,68504339796;"0";"5";"Otros";"1C";"1C";1;13050,0355406494;0;65,2490304624526;0;0;2;"1";797;0;0;0;0;0;0;0;0;0;0
"235";"Horas-Trabajo";"Jueves";"0";"Nuevo";"Web";"Mujer";37;"Soltero";"Sin Identificar";"Sin Convenio";"AdmYServDomestico";1717,87141225001;"Con deudas";0;109,19;"Activa";0;0;0;"1";1854,12653606941;10;314,285736262323;3142,85804388798;"0";"1C";"1C";"1C";"1C";1;3402,13909869193;0;17,0092933102667;0;0;2;"0";0;0;1;0;0;0;0;0;0;0;0
"236";"Horas-Trabajo";"Jueves";"0";"Nuevo";"WhatsappBotTelefonoSMS";"Hombre";52;"Casado";"Sin Identificar";"Sin Convenio";"JubiladosYPensionistas";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";1854,12653606941;11;297,308352623649;3270,39182001335;"0";"1C";"1C";"1C";"1C";1;43880,1479691912;16,0405121951705;219,482228707216;0;0;2;"0";0;0;0;0;0;0;0;0;0;0;0
"237";"Horas-Trabajo";"Jueves";"0";"Nuevo";"Web";"Hombre";45;"Otros";"Canelones";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;7;584,167891941522;4089,1740983416;"0";"5";"Otros";"3";"Otros";5;11553,1203877027;4185,26420607339;2647,82480002281;0;4396,84090276244;4;"1";1566;0;0;0;0;0;0;0;0;0;0
"238";"Horas-Trabajo";"Jueves";"1";"Nuevo";"Web";"Hombre";25;"Casado";"Sin Identificar";"Sin Convenio";"PublicosYOngs";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;11;441,366424927132;4855,03033469775;"0";"5";"Otros";"5";"Otros";6;0;0;0;0;2144,72610572574;1;"1";345;0;0;0;0;0;0;0;0;0;0
"239";"Horas-Casa";"Jueves";"0";"Renovacion";"Web";"Mujer";38;"Soltero";"DptoSuroeste";"Sin Convenio";"Industria";0;"Sin deudas";0;0;"Activa";0;0;0;"1";2781,18980410411;11;441,366424927132;4855,03033469775;"0";"1C";"1C";"1C";"1C";1;52728,4894249994;183,465820744068;264,521279926512;0;0;8;"1";21;0;0;0;0;0;0;0;0;0;0
"240";"Horas-Casa";"Jueves";"1";"Nuevo";"Web";"Hombre";38;"Casado";"Sin Identificar";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;8;534,483773921704;4275,87073457477;"0";"5";"Otros";"5";"Otros";6;0;0;817,725426202691;817,725426202691;223,113999059742;2;"1";644;0;0;0;0;0;0;0;0;0;0
"241";"Horas-Casa";"Jueves";"1";"Nuevo";"Web";"Hombre";42;"Casado";"MVDNoreste";"Sin Convenio";"AgroYLimpieza";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";1390,59490205206;8;272,253624711585;2178,02853597171;"0";"0";"NoTiene";"0";"NoTiene";0;0;0;0;0;0;0;"1";47;0;0;0;0;0;0;0;0;0;0
"242";"Horas-Casa";"Jueves";"1";"Nuevo";"Web";"Hombre";26;"Casado";"Sin Identificar";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";1854,12653606941;7;392,776659149467;2749,43556951575;"0";"5";"Otros";"5";"Otros";6;0;0;0;0;526,965938132627;1;"0";0;0;0;0;0;0;0;0;0;0;0
"243";"Horas-Casa";"Jueves";"1";"Nuevo";"Web";"Hombre";34;"Casado";"Sin Identificar";"Alianza";"SupermercadosYMas";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;8;534,483773921704;4275,87073457477;"0";"5";"Otros";"5";"Otros";6;0;0;0;0;214,383380733025;1;"0";0;0;0;0;0;0;0;0;0;0;0
"244";"Horas-Casa";"Jueves";"1";"Nuevo";"Web";"Hombre";24;"Casado";"Sin Identificar";"Sin Convenio";"Otros";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;7;584,167891941522;4089,1740983416;"0";"4";"Otros";"4";"Otros";5;0;0;408,352828303927;0;0;1;"0";0;0;0;0;0;0;0;0;0;0;0
"245";"Horas-Casa";"Jueves";"1";"Nuevo";"Web";"Hombre";24;"Casado";"Sin Identificar";"Acuerdo Comercial";"SupermercadosYMas";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2781,18980410411;7;584,167891941522;4089,1740983416;"0";"5";"Otros";"5";"Otros";6;0;0;0;0;496,708910722144;1;"0";0;0;0;0;0;0;0;0;0;0;0
"246";"Horas-Dormir";"Viernes";"1";"Nuevo";"Web";"Hombre";32;"Soltero";"DptoCentroSur";"Sin Convenio";"Otros";0;"Sin deudas";0;0;"Activa";0;0;0;"1";2781,18980410411;10;466,38757056078;4663,87452414533;"0";"1C";"1C";"1C";"1C";1;6057,12546246031;0;30,2871569666938;0;0;1;"0";0;0;0;0;0;0;0;0;0;0;0
"247";"Horas-Trabajo";"Viernes";"1";"Nuevo";"WhatsappBotTelefonoSMS";"Hombre";41;"Casado";"Sin Identificar";"Sin Convenio";"Industria";0;"Sin Passcard";0;0;"Sin Passcard";0;0;0;"0";2761,3504355527;9;491,605433773485;4424,44967250129;"0";"0";"NoTiene";"0";"NoTiene";0;0;0;0;0;0;0;"0";0;0;0;0;0;0;0;0;0;0;0
